request_id,taskid,deadline,accuracy,requestsize,registrationts,deployts,executionts,responsets,node,variant,instance,state,error,totaltime,accuracy
ddb153f8-27b3-426d-b878-b8ea31983208,text-summarization,60000,80,1,2024-06-21T22:57:52+05:30,0001-01-01T00:00:00Z,2024-06-21T22:58:37+05:30,2024-06-21T22:58:44+05:30,,vd552f577-45e6-4c26-a75f-3817245f4c58,http://10.100.70.206:49152/summarize,completed,None,52056,85
293244ca-0524-48bf-8ebc-39a7e5b945af,text-summarization,60000,80,1,2024-06-21T22:58:52+05:30,0001-01-01T00:00:00Z,2024-06-21T22:58:54+05:30,2024-06-21T22:58:56+05:30,,vd552f577-45e6-4c26-a75f-3817245f4c58,http://10.100.70.206:49152/summarize,completed,None,3722,85
967a6b6d-cdd8-43ce-9aa9-c42c63084f0a,text-summarization,60000,80,1,2024-06-21T22:58:53+05:30,0001-01-01T00:00:00Z,2024-06-21T22:58:54+05:30,2024-06-21T22:58:56+05:30,,vd552f577-45e6-4c26-a75f-3817245f4c58,http://10.100.70.206:49152/summarize,completed,None,2702,85
7c1cc10f-ae36-4b81-8a8d-0db17f0679c5,text-summarization,60000,80,1,2024-06-21T22:58:52+05:30,0001-01-01T00:00:00Z,2024-06-21T22:58:54+05:30,2024-06-21T22:58:56+05:30,,vd552f577-45e6-4c26-a75f-3817245f4c58,http://10.100.70.206:49152/summarize,completed,None,3714,85
d34ee552-4d2d-4941-b4b2-4815621516d6,text-summarization,60000,80,1,2024-06-21T22:58:53+05:30,0001-01-01T00:00:00Z,2024-06-21T22:58:54+05:30,2024-06-21T22:58:57+05:30,,v02e38b39-acfe-491f-8fc9-e2c33e9d545b,http://10.101.150.9:49153/summarize,completed,None,3319,85
9734c5cd-d81b-42a9-ab6f-6746fe0bf31c,text-summarization,60000,80,1,2024-06-21T22:58:53+05:30,0001-01-01T00:00:00Z,2024-06-21T22:58:54+05:30,2024-06-21T22:58:57+05:30,,v02e38b39-acfe-491f-8fc9-e2c33e9d545b,http://10.101.150.9:49153/summarize,completed,None,3312,85
6944692e-7ec0-47db-a675-9104b57537ab,text-summarization,60000,80,1,2024-06-21T22:58:52+05:30,0001-01-01T00:00:00Z,2024-06-21T22:58:54+05:30,2024-06-21T22:58:57+05:30,,v02e38b39-acfe-491f-8fc9-e2c33e9d545b,http://10.101.150.9:49153/summarize,completed,None,4331,85
b1ecfa32-f5c7-4554-b079-5364827e71d7,text-summarization,60000,80,1,2024-06-21T22:58:55+05:30,0001-01-01T00:00:00Z,2024-06-21T22:58:59+05:30,2024-06-21T22:59:03+05:30,,vd552f577-45e6-4c26-a75f-3817245f4c58,http://10.100.70.206:49152/summarize,completed,None,7577,85
a3eb3d43-8ea9-4310-b709-9e8b1daee80f,text-summarization,60000,80,1,2024-06-21T22:58:54+05:30,0001-01-01T00:00:00Z,2024-06-21T22:58:59+05:30,2024-06-21T22:59:03+05:30,,vd552f577-45e6-4c26-a75f-3817245f4c58,http://10.100.70.206:49152/summarize,completed,None,8596,85
67814f49-3453-4060-b727-9707d3328cf3,text-summarization,60000,80,1,2024-06-21T22:58:54+05:30,0001-01-01T00:00:00Z,2024-06-21T22:58:59+05:30,2024-06-21T22:59:03+05:30,,vd552f577-45e6-4c26-a75f-3817245f4c58,http://10.100.70.206:49152/summarize,completed,None,8589,85
f55a38d0-1de2-4f4f-bc65-373e67511260,text-summarization,60000,80,1,2024-06-21T22:58:58+05:30,0001-01-01T00:00:00Z,2024-06-21T22:58:59+05:30,2024-06-21T22:59:03+05:30,,vd552f577-45e6-4c26-a75f-3817245f4c58,http://10.100.70.206:49152/summarize,completed,None,4534,85
7acb7036-ac72-4b7d-8799-12ae0cf5734c,text-summarization,60000,80,1,2024-06-21T22:58:57+05:30,0001-01-01T00:00:00Z,2024-06-21T22:58:59+05:30,2024-06-21T22:59:03+05:30,,vd552f577-45e6-4c26-a75f-3817245f4c58,http://10.100.70.206:49152/summarize,completed,None,5552,85
2aefc0e7-e496-41ff-b5ae-9f87839b9a5a,text-summarization,60000,80,1,2024-06-21T22:58:58+05:30,0001-01-01T00:00:00Z,2024-06-21T22:58:59+05:30,2024-06-21T22:59:03+05:30,,vd552f577-45e6-4c26-a75f-3817245f4c58,http://10.100.70.206:49152/summarize,completed,None,4546,85
6d68b219-6da6-45d6-96fd-2bf4e95d6afc,text-summarization,60000,80,1,2024-06-21T22:58:56+05:30,0001-01-01T00:00:00Z,2024-06-21T22:58:59+05:30,2024-06-21T22:59:03+05:30,,vd552f577-45e6-4c26-a75f-3817245f4c58,http://10.100.70.206:49152/summarize,completed,None,6576,85
92e6a3e8-2d21-4dad-aeef-6df123b287cf,text-summarization,60000,80,1,2024-06-21T22:58:56+05:30,0001-01-01T00:00:00Z,2024-06-21T22:58:59+05:30,2024-06-21T22:59:03+05:30,,vd552f577-45e6-4c26-a75f-3817245f4c58,http://10.100.70.206:49152/summarize,completed,None,6570,85
a8b711c1-4d63-4111-a703-86e4b34c96c8,text-summarization,60000,80,1,2024-06-21T22:58:54+05:30,0001-01-01T00:00:00Z,2024-06-21T22:58:59+05:30,2024-06-21T22:59:03+05:30,,v02e38b39-acfe-491f-8fc9-e2c33e9d545b,http://10.101.150.9:49153/summarize,completed,None,8691,85
6113bd96-7cf3-40ee-8dbe-ca769ae7b677,text-summarization,60000,80,1,2024-06-21T22:58:55+05:30,0001-01-01T00:00:00Z,2024-06-21T22:58:59+05:30,2024-06-21T22:59:03+05:30,,v02e38b39-acfe-491f-8fc9-e2c33e9d545b,http://10.101.150.9:49153/summarize,completed,None,7682,85
fbe5444f-d469-40d7-80ea-87a67e6007bb,text-summarization,60000,80,1,2024-06-21T22:58:57+05:30,0001-01-01T00:00:00Z,2024-06-21T22:58:59+05:30,2024-06-21T22:59:03+05:30,,v02e38b39-acfe-491f-8fc9-e2c33e9d545b,http://10.101.150.9:49153/summarize,completed,None,5648,85
54b51e28-01bc-48bb-b54f-a06612bb3848,text-summarization,60000,80,1,2024-06-21T22:58:55+05:30,0001-01-01T00:00:00Z,2024-06-21T22:58:59+05:30,2024-06-21T22:59:03+05:30,,v02e38b39-acfe-491f-8fc9-e2c33e9d545b,http://10.101.150.9:49153/summarize,completed,None,7678,85
5156ae9d-93f5-4bbb-b3e3-19ffaa7bac2d,text-summarization,60000,80,1,2024-06-21T22:58:56+05:30,0001-01-01T00:00:00Z,2024-06-21T22:58:59+05:30,2024-06-21T22:59:03+05:30,,v02e38b39-acfe-491f-8fc9-e2c33e9d545b,http://10.101.150.9:49153/summarize,completed,None,6675,85
8d55bdf9-30fd-4b8d-aef2-922f3dae5b24,text-summarization,60000,80,1,2024-06-21T22:58:58+05:30,0001-01-01T00:00:00Z,2024-06-21T22:58:59+05:30,2024-06-21T22:59:03+05:30,,v02e38b39-acfe-491f-8fc9-e2c33e9d545b,http://10.101.150.9:49153/summarize,completed,None,4647,85
4ec1c825-70af-475b-8d7a-9f50c659d942,text-summarization,60000,80,1,2024-06-21T22:58:57+05:30,0001-01-01T00:00:00Z,2024-06-21T22:58:59+05:30,2024-06-21T22:59:03+05:30,,v02e38b39-acfe-491f-8fc9-e2c33e9d545b,http://10.101.150.9:49153/summarize,completed,None,5663,85
500155b2-d7d1-4dc7-8c75-d9eef86e1985,text-summarization,60000,80,1,2024-06-21T22:58:59+05:30,0001-01-01T00:00:00Z,2024-06-21T22:59:04+05:30,2024-06-21T22:59:07+05:30,,v02e38b39-acfe-491f-8fc9-e2c33e9d545b,http://10.101.150.9:49153/summarize,completed,None,8019,85
cc7e7890-7ef4-4585-b875-9c0115d55847,text-summarization,60000,80,1,2024-06-21T22:59:02+05:30,0001-01-01T00:00:00Z,2024-06-21T22:59:04+05:30,2024-06-21T22:59:07+05:30,,v02e38b39-acfe-491f-8fc9-e2c33e9d545b,http://10.101.150.9:49153/summarize,completed,None,4980,85
3f45d989-b9e6-48a4-bf5b-78b4b7ea0781,text-summarization,60000,80,1,2024-06-21T22:59:02+05:30,0001-01-01T00:00:00Z,2024-06-21T22:59:04+05:30,2024-06-21T22:59:07+05:30,,v02e38b39-acfe-491f-8fc9-e2c33e9d545b,http://10.101.150.9:49153/summarize,completed,None,4976,85
4228f7b7-b729-4705-99c8-b5ae1b8d915d,text-summarization,60000,80,1,2024-06-21T22:59:01+05:30,0001-01-01T00:00:00Z,2024-06-21T22:59:04+05:30,2024-06-21T22:59:07+05:30,,v02e38b39-acfe-491f-8fc9-e2c33e9d545b,http://10.101.150.9:49153/summarize,completed,None,5995,85
870c705c-69b7-44f0-be1e-622ff9cca7f0,text-summarization,60000,80,1,2024-06-21T22:59:00+05:30,0001-01-01T00:00:00Z,2024-06-21T22:59:04+05:30,2024-06-21T22:59:07+05:30,,v02e38b39-acfe-491f-8fc9-e2c33e9d545b,http://10.101.150.9:49153/summarize,completed,None,7006,85
4b428629-868f-4fe8-85ea-d2ee987dcf56,text-summarization,60000,80,1,2024-06-21T22:59:03+05:30,0001-01-01T00:00:00Z,2024-06-21T22:59:04+05:30,2024-06-21T22:59:07+05:30,,v02e38b39-acfe-491f-8fc9-e2c33e9d545b,http://10.101.150.9:49153/summarize,completed,None,3965,85
f1619d9b-dd2a-4459-a4e0-c31499f84603,text-summarization,60000,80,1,2024-06-21T22:59:00+05:30,0001-01-01T00:00:00Z,2024-06-21T22:59:04+05:30,2024-06-21T22:59:07+05:30,,v02e38b39-acfe-491f-8fc9-e2c33e9d545b,http://10.101.150.9:49153/summarize,completed,None,7016,85
fa3f67cc-85ea-4a82-98fe-a9d3e9087304,text-summarization,60000,80,1,2024-06-21T22:59:01+05:30,0001-01-01T00:00:00Z,2024-06-21T22:59:04+05:30,2024-06-21T22:59:08+05:30,,vd552f577-45e6-4c26-a75f-3817245f4c58,http://10.100.70.206:49152/summarize,completed,None,6296,85
e1f33451-1450-45cd-8248-306db46fa6fb,text-summarization,60000,80,1,2024-06-21T22:59:01+05:30,0001-01-01T00:00:00Z,2024-06-21T22:59:04+05:30,2024-06-21T22:59:08+05:30,,vd552f577-45e6-4c26-a75f-3817245f4c58,http://10.100.70.206:49152/summarize,completed,None,6289,85
d135a3f8-1077-4bff-9e12-4f905ab7c26f,text-summarization,60000,80,1,2024-06-21T22:59:03+05:30,0001-01-01T00:00:00Z,2024-06-21T22:59:04+05:30,2024-06-21T22:59:08+05:30,,vd552f577-45e6-4c26-a75f-3817245f4c58,http://10.100.70.206:49152/summarize,completed,None,4258,85
433531e4-d04d-4e45-8d9f-f2b2d5eb726e,text-summarization,60000,80,1,2024-06-21T22:58:59+05:30,0001-01-01T00:00:00Z,2024-06-21T22:59:04+05:30,2024-06-21T22:59:08+05:30,,vd552f577-45e6-4c26-a75f-3817245f4c58,http://10.100.70.206:49152/summarize,completed,None,8332,85
